icao,name,city,state,country,lat,lon
SNCQ,Cocorobo Airport,Euclides Da Cunha,Bahia,BR,-10.5272216797,-39.0330543518
SNCS,Campos Sales Airport,Campos Sales,Ceara,BR,-7.0530200005,-40.3585014343
SNCT,Ubaporanga Airport,Caratinga,Minas Gerais,BR,-19.7252998352,-42.1120986938
SNCU,Cururupu Airport,Cururupu,Maranhao,BR,-1.821111,-44.866944
SNCV,Campina Verde Airport,Campina Verde,Minas Gerais,BR,-19.5380992889,-49.4949989319
SNCW,Centro de Lancamento de Alcantara Airport,Alcantara,Maranhao,BR,-2.3729999065,-44.3964004517
SNCX,Colatina Airport,Colatina,Espirito-Santo,BR,-19.4869995117,-40.5793991089
SNCY,Campo da Praia Airport,Coruripe,Alagoas,BR,-10.2208328247,-36.2861099243
SNCZ,Ponte Nova Airport,Ponte Nova,Minas Gerais,BR,-20.4032993317,-42.9165000916
SNDB,Ruropolis Airport,Ruropolis,Para,BR,-4.0855560303,-54.9108314514
SNDC,Redencao Airport,Redencao,Para,BR,-8.0332899094,-49.9799003601
SNDD,Fazenda Eldorado Airport,Igarape Do Meio,Maranhao,BR,-3.6922221184,-45.2700004578
SNDF,Fazenda Santa Lucia Airport,Santa Ines,Maranhao,BR,-3.6549999714,-45.4511108398
SNDH,Aba Airport,Barreiras,Bahia,BR,-12.1602783203,-45.0224990845
SNDI,Pista Castanheirinho Airport,Itaituba,Para,BR,-7.0997219086,-56.8522224426
SNDJ,Santana dos Brejos Airport,Santana Dos Brejos,Bahia,BR,-12.976111412,-44.0391654968
SNDN,Leopoldina Airport,Leopoldina,Minas Gerais,BR,-21.4661006927,-42.7270011902
SNDO,Ouro Branco Airport,Paracatu,Minas Gerais,BR,-16.7163887024,-47.0177764893
SNDP,Palmares Airport,Acara,Para,BR,-2.2602779865,-48.5983314514
SNDQ,Fazenda Soya Airport,Sao Desiderio,Bahia,BR,-12.9211111069,-45.569442749
SNDR,Domingos Rego Airport,Timon,Maranhao,BR,-5.0797901154,-42.8736991882
SNDT,Diamantina Airport,Diamantina,Minas Gerais,BR,-18.232000351,-43.6503982544
SNDU,Ponta Do Sol Airport,Capitolio,Minas Gerais,BR,-20.638333,-45.998056
SNDV,Divinopolis Airport,Divinopolis,Minas Gerais,BR,-20.1807003021,-44.8708992004
SNDW,Divisa Airport,Encruzilhada,Minas Gerais,BR,-15.7172222137,-41.0172233582
SNDX,Cachoeira Airport,Coruripe,Alagoas,BR,-10.0399999619,-36.3263893127
SNEA,Picarrao Airport,Estrela Do Sul,Minas Gerais,BR,-18.7213897705,-47.8655548096
SNEB,Paragominas Airport,Paragominas,Para,BR,-3.0252780914,-47.3169441223
SNEC,Outeiros da Brisas Airport,Porto Seguro,Bahia,BR,-16.7130565643,-39.1430549622
SNED,Canavieiras Airport,Canavieiras,Bahia,BR,-15.6669998169,-38.95470047
SNEE,Jaua Airport,Camacari,Bahia,BR,-12.8058586121,-38.2437515259
SNEH,Mineracao Porquinho Airport,Itaituba,Amazonas,BR,-5.167222023,-57.625831604
SNEJ,Monte Verde Airport,Camanducaia,Minas Gerais,BR,-22.8597221375,-46.0374984741
SNEK,Moria Airport,Dom Bosco,Minas Gerais,BR,-16.8838882446,-46.2363891602
SNEL,Belterra Airport,Belterra,Para,BR,-2.6669440269,-54.900554657
SNEM,Encanta Moca Airport,Recife,Pernambuco,BR,-8.0941696167,-34.8927993774
SNEN,Fazenda Calumbi Airport,Fortuna,Maranhao,BR,-5.8133330345,-44.1377792358
SNEO,Dezoito Airport,Neropolis,Goias,BR,-16.441110611,-49.19972229
SNES,Esplanada Airport,Esplanada,Bahia,BR,-11.7505559921,-37.9502792358
SNEU,Euclides da Cunha Airport,Euclides Da Cunha,Bahia,BR,-10.527299881,-39.032699585
SNEW,Fazenda Congonhas Airport,Carneirinho,Minas Gerais,BR,-19.6625995636,-50.9513015747
SNEY,Fazenda Lagoa do Morro Airport,Brejoes,Bahia,BR,-13.1024999619,-39.9036102295
SNEZ,Fazenda Palmeira do Capim Airport,Novo Brasil,Goias,BR,-15.959444046,-50.7138900757
SNFA,Fazenda Santo Antonio Airport,Unai,Minas Gerais,BR,-16.7161998749,-46.5211982727
SNFB,Fazenda Minas Gerais Airport,Pontes E Lacerda,Mato Grosso,BR,-14.777222,-59.046944
SNFD,Fazenda Santo Antonio Airport,Buritizeiro,Minas Gerais,BR,-17.0802783966,-45.4472236633
SNFE,Alfenas Airport,Alfenas,Minas Gerais,BR,-21.4314002991,-45.9320983887
SNFF,Feijo Airport,Fortaleza,Ceara,BR,-3.8094439507,-38.6169433594
SNFG,Fazenda Citropar Airport,Capitao Poco,Para,BR,-1.8416670561,-47.1841659546
SNFH,Fazenda Dom Felipe Airport,Ponta Pora,Mato Grosso do Sul,BR,-22.55917,-55.37583
SNFI,Fazenda Sao Jose do Parnaiba Airport,Tupaciguara,Minas Gerais,BR,-18.3875007629,-48.8616676331
SNFJ,Pousada Thaimacu Airport,Jacareacanga,Para,BR,-9.0627784729,-56.593334198
SNFK,Francisco Sa Airport,Francisco Sa,Minas Gerais,BR,-16.4383335114,-43.4694442749
SNFL,Garimbo Tocantinzinho Airport,Itaituba,Para,BR,-6.0505561829,-56.3022232056
SNFN,Fazenda Santa Fe Airport,Jardinopolis,Sao Paulo,BR,-20.94,-47.87
SNFO,Formiga Airport,Formiga,Minas Gerais,BR,-20.3952999115,-45.4836006165
SNFP,Fazenda Pirapo Airport,Sorriso,Mato Grosso,BR,-12.181388855,-55.7886123657
SNFQ,Fazenda Paineira Airport,Sao Sebastiao Da Bela Vista,Minas Gerais,BR,-22.1494445801,-45.7625007629
SNFR,Belem de Sao Francisco Airport,Belem De Sao Francisco,Pernambuco,BR,-8.7695903778,-38.9496002197
SNFS,Fazenda Mimoso S/A Airport,Barreiras,Bahia,BR,-11.871389389,-45.7372207642
SNFT,Fazenda Serinhaem Airport,Itubera,Bahia,BR,-13.8366670609,-38.9936103821
SNFU,Frutal Airport,Frutal,Minas Gerais,BR,-20.0027999878,-48.9584007263
SNFV,Lago Joanes Airport,Simoes Filho,Bahia,BR,-12.6666669846,-38.3958320618
SNFW,Sao Joao do Piaui Airport,Sao Joao Do Piaui,Piaui,BR,-8.391111,-42.250556
SNFX,Sao Felix do Xingu Airport,Sao Felix Do Xingu,Para,BR,-6.6402778625,-51.9900016785
SNFZ,Fazenda Villa Terezinha Airport,Bocaiuva,Minas Gerais,BR,-17.405500412,-43.9403991699
SNGA,Guarapari Airport,Guarapari,Espirito-Santo,BR,-20.6464996338,-40.4919013977
SNGB,Gilbues Airport,Gilbues,Piaui,BR,-9.8336105347,-45.3672218323
SNGC,Pista Canaa Airport,Itaituba,Para,BR,-7.193611145,-57.0488891602
SNGD,Guadalupe Airport,Guadalupe,Piaui,BR,-6.7822198868,-43.5821990967
SNGG,Bom Jesus do Gurgueia Airport,Bom Jesus Do Gurgueia,Piaui,BR,-9.0572500229,-44.3711013794
SNGH,Guanhaes Airport,Guanhaes,Minas Gerais,BR,-18.7077007294,-42.8389015198
SNGI,Guanambi Airport,Guanambi,Bahia,BR,-14.2082004547,-42.7461013794
SNGJ,Grajau Airport,Grajau,Maranhao,BR,-5.8002800941,-46.1338996887
SNGK,Fazenda Bela Vista Airport,Monte Alegre De Minas,Minas Gerais,BR,-19.0483322144,-48.9722213745
SNGM,Fazenda Canada Airport,Uberlandia,Minas Gerais,BR,-18.8624992371,-48.4152793884
SNGN,Garanhuns Airport,Garanhuns,Pernambuco,BR,-8.834280014,-36.4715995789
SNGO,Fazenda Nova Airport,Uberlandia,Minas Gerais,BR,-19.0477771759,-48.5822219849
SNGP,Fazenda Santa Maria Airport,Tupaciguara,Minas Gerais,BR,-18.5869445801,-48.8691673279
SNGQ,Fazenda Estrela Dalva Airport,Rondon Do Para,Para,BR,-4.2508330345,-48.7680549622
SNGR,Gorotire Airport,Gorotire,Para,BR,-7.7836108208,-51.1338882446
SNGS,Aeroclube de Alagoas Airport,Maceio,Alagoas,BR,-9.5874996185,-35.7577781677
SNGT,Gentio de Ouro Airport,Gentio De Ouro,Bahia,BR,-11.4416999817,-42.5181999207
SNGU,Gurupa Airport,Gurupa,Para,BR,-1.4169440269,-51.6338882446
SNGW,Fazenda Cauaxi Airport,Paragominas,Para,BR,-3.7633330822,-48.1738891602
SNGX,Guaxupe Airport,Guaxupe,Minas Gerais,BR,-21.3264007568,-46.7312011719
SNHD,Fazenda Floresta do Lobo Airport,Uberlandia,Minas Gerais,BR,-19.0775,-48.130278
SNHE,Fazenda Inhumas do Chapadao Airport,Uberaba,Minas Gerais,BR,-19.3022212982,-48.2041664124
SNHG,Fazenda Varjadao Airport,Sandolandia,Tocantins,BR,-12.341389,-49.621111
SNHJ,Usina de Jose Bonifacio Airport,Jose Bonifacio,Sao Paulo,BR,-21.095,-49.914722
SNHK,Nacional Grafite I Airport,Itapecerica,Minas Gerais,BR,-20.4344444275,-45.1383323669
SNHL,Lagoa da Taboca Airport,Joao Pinheiro,Minas Gerais,BR,-17.1933326721,-45.6655578613
SNHO,Nacional de Grafite II Airport,Pedra Azul,Minas Gerais,BR,-15.8361110687,-41.0763893127
SNHP,Herbert Mata Pires Airport,Itaberaba,Bahia,BR,-12.402463913,-40.4746551514
SNHQ,Nacional de Grafite III Airport,Salto Da Divisa,Minas Gerais,BR,-16.1811103821,-39.9319458008
SNHR,Fazenda Agua Santa Airport,Perdizes,Minas Gerais,BR,-19.3630561829,-47.3594436646
SNHS,Santa Magalhaes Airport,Serra Talhada,Pernambuco,BR,-8.0623998642,-38.3288002014
SNHU,FazendaBola Sete Airport,Itinga Do Maranhao,Para,BR,-4.57,-47.47
SNHW,Fazenda Agro-Marata Airport,Santa Luzia,Maranhao,BR,-4.3222222328,-46.2283325195
SNHX,Fazenda Samello Airport,Paracatu,Goias,BR,-17.3624992371,-47.4408340454
SNIA,Igarape-Acu Airport,Igarape-Acu,Para,BR,-1.1272219419,-47.5991668701
SNIB,Itaberaba Airport,Itaberaba,Bahia,BR,-12.5,-40.2699012756
SNIC,Irece Airport,Irece,Bahia,BR,-11.3399000168,-41.8470001221
SNIE,Caetite Airport,Caetite,Bahia,BR,-14.0121002197,-42.4945983887
SNIF,Fazenda Serra Dourada Airport,Itaituba,Para,BR,-5.7172222137,-56.4361114502
SNIG,Iguatu Airport,Iguatu,Ceara,BR,-6.34664011,-39.293800354
SNII,Ouroland Airport,Itaituba,Para,BR,-6.8169441223,-56.5505561829
SNIK,Itamarandiba Airport,Itamarandiba,Minas Gerais,BR,-17.8505554199,-42.8505554199
SNIN,Prainha Airport,Prainha,Para,BR,-1.8002779484,-53.4838905334
SNIO,Cipo Airport,Cipo,Bahia,BR,-11.1172218323,-38.5169448853
SNIP,Itapetinga Airport,Itapetinga,Bahia,BR,-15.2445001602,-40.2771987915
SNIR,Fazenda Mata Escura Airport,Parnarama,Maranhao,BR,-5.7427778244,-43.5988883972
SNIS,Fazenda Rio Largo Airport,Caxias,Maranhao,BR,-5.1969442368,-43.5977783203
SNIT,Ibotirama Airport,Ibotirama,Bahia,BR,-12.1686000824,-43.2220993042
SNIU,Ipiau Airport,Ipiau,Bahia,BR,-14.1338891983,-39.7338905334
SNIV,Fazenda Jumari Airport,Ipiacu,Goias,BR,-18.646389,-49.8825
SNIX,Fazenda Masutti Airport,Campos De Julio,Mato Grosso,BR,-13.553333,-59.100278
SNIY,Ibimirim Airport,Ibimirim,Pernambuco,BR,-8.5002784729,-37.6669425964
SNIZ,Fazenda Jaqueline Airport,Vilhena,Rondonia,BR,-12.8825,-60.119444
SNJA,Jardim de Angicos Airport,Jardim De Angicos,Rio-Grande-do-Norte,BR,-5.6386108398,-35.9566688538
SNJB,Jacobina Airport,Jacobina,Bahia,BR,-11.1632003784,-40.5531005859
SNJC,Fazenda Agua Boa Airport,Ribamar Fiquene,Maranhao,BR,-5.9611110687,-47.3922233582
SNJD,Joao Durval Carneiro Airport,Feira De Santana,Bahia,BR,-12.2003002167,-38.9067993164
SNJE,Fazenda Sertao do Formoso Airport,Jaborandi,Goias,BR,-14.7936105728,-46.0030555725
SNJG,Fazenda Sao Jose da Lagoa Airport,Nova Crixas,Goias,BR,-14.5766666667,-50.7055555556
SNJH,Sao Jose do Jacuipe Airport,Sao Jose Do Jacuipe,Bahia,BR,-11.4527778625,-40.0422210693
SNJI,Fazenda Fortaleza de Santa Terezinha Airport,Jequitai,,BR,-17.1868000031,-44.6495018005
SNJJ,Fazenda Vo Anizio Airport,Dois Irmaos Do Buriti,Mato Grosso do Sul,BR,-20.715278,-55.379722
SNJK,Jequie Airport,Jequie,Bahia,BR,-13.877699852,-40.0716018677
SNJL,Fazenda do Rochedo Airport,Juiz De Fora,Minas Gerais,BR,-21.8455562592,-43.1875
SNJM,Aeroporto Elias Breder Airport,Manhuacu,Minas Gerais,BR,-20.259721756,-42.1838874817
SNJN,Januaria Airport,Januaria,Minas Gerais,BR,-15.4737997055,-44.3855018616
SNJO,Aeroclube Airport,Joao Pessoa,Paraiba,BR,-7.091989994,-34.8415985107
SNJP,Joao Pinheiro Airport,Joao Pinheiro,Minas Gerais,BR,-17.7875003815,-46.1199989319
SNJQ,Jequitinhonha Airport,Jequitinhonha,Minas Gerais,BR,-16.4419002533,-41.0368995667
SNJR,Prefeito Octavio de Almeida Neves Airport,Sao Joao Del Rei,Minas Gerais,BR,-21.0849990845,-44.2247238159
SNJS,Jardim do Serido Airport,Jardim Do Serido,Rio-Grande-do-Norte,BR,-6.5411109924,-36.7316665649
SNJT,Fazenda Caraibas Airport,Janauba,Minas Gerais,BR,-15.6541671753,-43.4016685486
SNJV,Fazenda Santa Monica Airport,Sao Joao Da Ponte,Minas Gerais,BR,-16.002737,-43.746648
SNJW,Jaragua Airport,Sacramento,Minas Gerais,BR,-20.0403003693,-47.4215011597
SNJZ,Fazenda Santa Izabel do Porto Seguro da Jau Airport,Sao Felix Do Xingu,Para,BR,-7.0763888359,-52.9347229004
SNKB,Aeroclube Airport,Campina Grande,Paraiba,BR,-7.1783328056,-35.9902763367
SNKC,Cocos Airport,Cocos,Bahia,BR,-14.17277778,-44.54666667
SNKD,Conceicao do Mato Dentro Airport,Conceicao Do Mato Dentro,Minas Gerais,BR,-19.0202999115,-43.4338989258
SNKE,Santana do Araguaia Airport,Santana Do Araguaia,Para,BR,-9.3199701309,-50.3284988403
SNKF,Conselheiro Lafaiete Airport,Conselheiro Lafaiete,Minas Gerais,BR,-20.7385997772,-43.7974014282
SNKH,Creputia Airport,Creputia,Para,BR,-8.116944313,-57.1172218323
SNKI,Cachoeiro do Itapemirim Airport,Cachoeiro Do Itapemirim,Espirito-Santo,BR,-20.8342990875,-41.1856002808
SNKJ,Fazenda Rio Dourado Airport,Cumaru Do Norte,Para,BR,-8.3441667557,-51.4513893127
SNKK,Caico Airport,Caico,Rio-Grande-do-Norte,BR,-6.4391698837,-37.0783004761
SNKL,Colinas Airport,Colinas,Maranhao,BR,-5.9669399261,-44.2338981628
SNKN,Currais Novos Airport,Currais Novos,Rio-Grande-do-Norte,BR,-6.2808327675,-36.5402793884
SNKO,Brotas de Macaubas Airport,Brotas De Macaubas,Bahia,BR,-11.9994001389,-42.6348991394
SNKQ,Klaus Mangold Airport,Ipixuna Do Para,Para,BR,-2.3919439316,-47.8450012207
SNKR,Corrente Airport,Corrente,Piaui,BR,-10.4519443512,-45.136390686
SNKS,Santa Rita de Cassia Airport,Santa Rita De Cassia,Bahia,BR,-10.9502782822,-44.4672203064
SNKT,Crepurizinho Airport,Itaituba,Para,BR,-6.8444437981,-56.5894432068
SNKU,Canudos Airport,Canudos,Bahia,BR,-9.9005556107,-39.1336097717
SNKV,Fazenda Campo Verde Airport,Tartarugalzinho,Amapa,BR,1.0427800417,-50.5167007446
SNKW,Fazenda Boa Sorte Airport,Iacri,Sao Paulo,BR,-21.918889,-50.636389
SNKX,Marborges Airport,Moju,Para,BR,-1.9716670513,-48.6280555725
SNKY,Fazenda Cikel Airport,Paragominas,Para,BR,-3.664444,-48.834444
SNKZ,Fazenda Remanso do Pito Airport,Navirai,Mato Grosso do Sul,BR,-23.2013893127,-53.855556488
SNLA,Fazenda Lagoa das Antas Airport,Canaa Dos Carajas,Para,BR,-6.5675001144,-49.7194442749
SNLB,Livramento do Brumado Airport,Livramento Do Brumado,Bahia,BR,-13.6506004333,-41.8339004517
SNLC,Las Casas Airport,Las Casas,Para,BR,-7.9669442177,-50.0172233582
SNLD,Fazenda Serra Azul Airport,Itaituba,Para,BR,-5.6966671944,-56.494720459
SNLF,Filial Campo Florido Airport,Campo Florido,Minas Gerais,BR,-19.8138885498,-48.7388877869
SNLG,Serra do Cipo Airport,Jaboticatubas,Minas Gerais,BR,-19.3986110687,-43.7463874817
SNLH,Lajinha Airport,Lajinha,Minas Gerais,BR,-20.1402778625,-41.6091651917
SNLI,Abaete Airport,Abaete,Minas Gerais,BR,-19.1555995941,-45.4948005676
SNLJ,Agropecuaria Ceu Aberto Ltda Airport,Aripuana,Mato Grosso,BR,-9.516667366,-61.25
SNLK,Agropecuaria Ferreira Penco Ltda Airport,Aripuana,Mato Grosso,BR,-9.7158327103,-61.0466651917
SNLM,Fazenda Agropecuaria Rancho 11 Airport,Porto Esperidiao,Mato Grosso,BR,-15.6141672134,-58.9002761841
SNLN,Linhares Airport,Linhares,Espirito-Santo,BR,-19.3551998138,-40.0694999695
SNLO,Sao Lourenco Airport,Sao Lourenco,Minas Gerais,BR,-22.0909004211,-45.0444984436
SNLQ,Fazenda Conforto Airport,Nova Crixas,Goias,BR,-14.0657997131,-50.4159011841
SNLT,Paulistana Airport,Paulistana,Piaui,BR,-8.1663885117,-41.1538887024
SNLU,Fazenda Boa Luz Airport,Laranjeiras,Sergipe,BR,-10.8422222137,-37.2038879395
SNLV,Lavrinhas Airport,Lavrinhas,Minas Gerais,BR,-17.7358322144,-43.4594421387
SNLX,Fazenda Primavera I Airport,Rondon Do Para,Para,BR,-4.8005561829,-48.3933334351
SNLY,Lagoa da Prata Airport,Lagoa Da Prata,Minas Gerais,BR,-20.0613994598,-45.554901123
SNLZ,Fazenda Boca da Mata Airport,Divinopolis Do Tocantins,Para,BR,-9.4319438934,-49.5911102295
SNMA,Monte Alegre Airport,Monte Alegre,Para,BR,-1.9958000183,-54.0741996765
SNMB,Mombaca Airport,Mombaca,Ceara,BR,-5.7441701889,-39.6213989258
SNMC,Macaubas Airport,Macaubas,Bahia,BR,-13.0249996185,-42.6722984314
SNMD,Mundico Coelho Airport,Itaituba,Para,BR,-6.8205561638,-56.8447227478
SNME,Costa dos Coqueiros Airport,Mata De Sao Joao,Bahia,BR,-12.4897222519,-38.0236091614
SNMF,Agropastoril Monte Alegre Airport,Monte Belo,Minas Gerais,BR,-21.3505554199,-46.2505569458
SNMI,Mina Caraiba Airport,Jaguarari,Ceara,BR,-9.8347215652,-39.8833312988
SNMJ,Maracas Airport,Maracas,Bahia,BR,-13.4333000183,-40.4333000183
SNMK,Mocambinho Airport,Jaiba,Minas Gerais,BR,-15.093000412,-43.9790992737
SNML,Manduca Leao Airport,Rio Largo,Alagoas,BR,-9.5444440842,-35.8294448853
SNMM,Morada Nova de Minas Airport,Morada Nova De Minas,Minas Gerais,BR,-18.5938892365,-45.3530578613
SNMN,Minas Novas Airport,Minas Novas,Minas Gerais,BR,-17.2338886261,-42.5838890076
SNMO,Morada Nova Airport,Morada Nova,Ceara,BR,-5.0836110115,-38.3836097717
SNMP,Fazenda Marocopa Airport,Paracatu,Minas Gerais,BR,-17.3230552673,-46.5380554199
SNMR,Marau Airport,Marau,Bahia,BR,-14.1172218323,-38.9838905334
SNMS,Monte Santo de Minas Airport,Monte Santo De Minas,Minas Gerais,BR,-21.1758003235,-46.9589004517
SNMU,Mucuri Airport,Mucuri,Bahia,BR,-18.0489006042,-39.864200592
SNMV,Fazenda Flavia Airport,Alcinopolis,Mato Grosso do Sul,BR,-18.3500003815,-53.75
SNMW,Agropecuaria Paralelo Dez Ltda Airport,Aripuana,Mato Grosso,BR,-9.9994440079,-61.0522232056
SNMX,Sao Mateus Airport,Sao Mateus,Espirito-Santo,BR,-18.7213001251,-39.8336982727
SNMZ,Porto de Moz Airport,Porto De Moz,Para,BR,-1.7414499521,-52.2360992432
SNNB,Fazenda Cana Brava Airport,Paracatu,Minas Gerais,BR,-17.1769447327,-46.2975006104
SNNC,Rio Capim Airport,Ipixuna Do Para,Para,BR,-2.8202779293,-47.8930549622
SNND,Berlin Ltda Airport,Ituiutaba,Minas Gerais,BR,-18.935300827,-49.4726982117
SNNE,Sao Joao Nepomuceno Airport,Sao Joao Nepomuceno,Minas Gerais,BR,-21.5422210693,-43.0211105347
SNNF,Nossa Senhora de Fatima Airport,Teresina,Piaui,BR,-5.0336108208,-42.7055549622
SNNH,Carinhanha Airport,Carinhanha,,BR,-14.298500061,-43.7972984314
SNNI,Praia do Forte Airport,Mata De Sao Joao,Bahia,BR,-12.5649995804,-38.0216674805
SNNJ,Fazenda Santa Cruz Airport,Iaciara,Goias,BR,-14.2177782059,-46.8386116028
SNNK,Fazenda Teragro Airport,Matias Cardoso,Minas Gerais,BR,-14.7694444656,-43.4152793884
SNNM,Entre Rios - Vitoria Airport,Guarapuava,Parana,BR,-25.566110611,-51.4966659546
SNNO,Fazenda Sao Domingos Airport,Comodoro,Mato Grosso,BR,-14.0638885498,-59.8663902283
SNNP,Nilo Pecanha Airport,Nilo Pecanha,Para,BR,-8.0669441223,-52.1672210693
SNNQ,Fazenda Santa Lucia Airport,Porto Murtinho,Mato Grosso do Sul,BR,-23.03888889,-54.7475
SNNS,Fazenda Jaibense Airport,Matias Cardoso,Minas Gerais,BR,-14.9461107254,-43.6811103821
SNNT,Nova Ponte Airport,Nova Ponte,Minas Gerais,BR,-19.1984004974,-47.7286987305
SNNU,Nanuque Airport,Nanuque,Minas Gerais,BR,-17.823299408,-40.3298988342
SNNV,Fazenda Estrela do Sul Airport,Pedra Preta,Mato Grosso,BR,-16.5705566406,-54.1708335876
SNNX,Fazenda Boa Vista Airport,Corumbiara,Rondonia,BR,-12.8333330154,-61.3499984741
SNNY,Fazenda Espirito Santo Airport,Comodoro,Rondonia,BR,-13.2805557251,-60.331111908
SNNZ,Fazenda Agua Turva Airport,Caracol,Mato Grosso do Sul,BR,-22.1236114502,-57.1038894653
SNOB,Sobral Airport,Sobral,Ceara,BR,-3.6788899899,-40.3367996216
SNOC,Morro do Chapeu Airport,Morro Do Chapeu,Bahia,BR,-11.5343999863,-41.1796989441
SNOD,Praia do Saco Airport,Estancia,Sergipe,BR,-11.4219436646,-37.3224983215
SNOE,Oeiras Airport,Oeiras,Piaui,BR,-7.018889904,-42.1671981812
SNOF,Ouro Fino Airport,Ouro Fino,Minas Gerais,BR,-22.2975006104,-46.3932991028
SNOG,Ceara-Mirim Airport,Ceara-Mirim,Rio-Grande-do-Norte,BR,-5.6612100601,-35.413898468
SNOI,Fazenda Rio Mutuca Airport,Juara,Mato Grosso,BR,-10.4263887405,-58.1613883972
SNOJ,Minalpa - Mineracao Alto Parnaiba Ltda. Airport,Alta Floresta,Mato Grosso,BR,-10.4166669846,-56.3886108398
SNOK,Fazenda Chao de Estrelas Airport,Aurora Do Para,Para,BR,-2.3272221088,-47.6511116028
SNOM,Fazenda Guaporei Airport,Vila Bela Da Santissima Trindade,Santa-Cruz,BR,-15.0066995621,-60.2206993103
SNOO,Fazenda Quatrilho Airport,Sorriso,Mato Grosso,BR,-13.35778,-55.61611
SNOP,Propria Airport,Propria,Sergipe,BR,-10.26720047,-36.8335990906
SNOQ,Fazenda Agropecuaria Crioulo Airport,Tacuru,Mato Grosso do Sul,BR,-23.5988883972,-55.1425018311
SNOS,Municipal Jose Figueiredo Airport,Passos,Minas Gerais,BR,-20.7322006226,-46.6618003845
SNOT,Fazenda Santa Fe do Guapore Airport,Comodoro,Mato Grosso,BR,-14.0116672516,-59.8866653442
SNOU,Novo Aerodromo de Feijo Airport,Feijo,Acre,BR,-8.140832901,-70.3472213745
SNOV,Povoado de Camacari Airport,Coruripe,Alagoas,BR,-10.1225004196,-36.2922210693
SNOW,Fazenda Turmalina Airport,Martinopolis,Sao Paulo,BR,-21.9822216034,-50.9722213745
SNOX,Oriximina Airport,Oriximina,Para,BR,-1.7140799761,-55.8362007141
SNOY,Ouricuri Airport,Ouricuri,Pernambuco,BR,-7.8765201569,-40.0918006897
SNOZ,Coronel Alexandre Raposo Airport,Paco Do Lumiar,Maranhao,BR,-2.5209701061,-44.1212997437
SNPA,Para de Minas Airport,Para De Minas,Minas Gerais,BR,-19.8425998688,-44.6012001038
SNPB,Pastos Bons Airport,Pastos Bons,Maranhao,BR,-6.6669402122,-44.0839004517
SNPC,Picos Airport,Picos,Piaui,BR,-7.0620598793,-41.5237007141
SNPD,Patos de Minas Airport,Patos De Minas,Minas Gerais,BR,-18.6728000641,-46.4911994934
SNPE,Penedo Airport,Penedo,Alagoas,BR,-10.2658996582,-36.5514984131
SNPF,Fazenda Canabrava Airport,Parnarama,Maranhao,BR,-5.5911111832,-43.317779541
SNPI,Piata Airport,Piata,Bahia,BR,-13.0005998611,-41.7750015259
SNPJ,Patrocinio Airport,Patrocinio,Minas Gerais,BR,-18.9094009399,-46.9827003479
SNPL,Fazenda Pacuruxu Airport,Santa Mercedes,Sao Paulo,BR,-21.2563896179,-51.7288894653
SNPM,Palmeiras Airport,Palmeiras,Bahia,BR,-12.50055556,-41.58388889
SNPN,Fazenda Agua Fria Airport,Lavinia,Sao Paulo,BR,-21.0302772522,-50.9258346558
SNPO,Pompeu Airport,Pompeu,Minas Gerais,BR,-19.2033004761,-45.0233001709
SNPP,Morro de Sao Paulo Airport,Cairu,Bahia,BR,-13.4369440079,-38.9225006104
SNPQ,Pesqueira Airport,Pesqueira,Pernambuco,BR,-8.3741674423,-36.6377792358
SNPS,Pontezinha Airport,Buritis,Minas Gerais,BR,-15.2601003647,-46.7624015808
SNPT,Passa Tempo Airport,Passa Tempo,Minas Gerais,BR,-20.6505565643,-44.5005569458
SNPU,Paraguacu Airport,Paraguacu,Minas Gerais,BR,-21.5592002869,-45.751701355
SNPW,Piaus Airport,Piaus,Para,BR,-8.8336105347,-50.0005569458
SNPX,Pirapora Airport,Pirapora,Minas Gerais,BR,-17.3169002533,-44.8602981567
SNPY,Sao Sebastiao do Paraiso Airport,Sao Sebastiao Do Paraiso,Minas Gerais,BR,-20.9482002258,-46.9832000732
SNPZ,Pedra Azul Airport,Pedra Azul,Minas Gerais,BR,-16.0672225952,-41.1672210693
SNQA,Fazenda Tracaja Airport,Paragominas,Para,BR,-2.640556097,-47.8622207642
SNQB,Fazenda Val Paraiso Airport,Paragominas,Para,BR,-3.1683330536,-48.0713882446
SNQD,Sousa Airport,Sousa,Paraiba,BR,-6.7854399681,-38.2333984375
SNQE,Fazenda Serra Grande Airport,Parauapebas,Para,BR,-6.0688891411,-49.8400001526
SNQG,Cangapara Airport,Floriano,Piaui,BR,-6.8463897705,-43.0773010254
SNQI,Fazenda Camagril Agropecuaria Airport,Diamantino,Mato Grosso,BR,-14.1180562973,-57.3411102295
SNQJ,Rancho Paraiso Airport,Corumba,Mato Grosso do Sul,BR,-17.5227775574,-55.400554657
SNQL,Bom Jesus Airport,Caceres,Mato Grosso,BR,-15.7349996567,-57.3463897705
SNQM,Queimadas Airport,Queimadas,Bahia,BR,-10.9883327484,-39.6205558777
SNQO,Fazenda Campanario Airport,Bodoquena,Mato Grosso do Sul,BR,-20.375,-56.5419425964
SNQP,Fazenda Sao Francisco Airport,Magda,Sao Paulo,BR,-20.5674991608,-50.2303009033
SNQR,Fazenda Bahia - Don Bosco Airport,Pocone,Mato Grosso,BR,-16.7277774811,-57.2333335876
